Date,Tweets
2019-02-07 06:40:53,"@goairlinesindia couldn’t provide a wheelchair at Delhi Airport, stranded for almost 40minutes..that’s the least u cld expect from an airline #goair #goairsucks"
2019-02-07 06:41:50,"@OMRcat @Subytweets @airplanetalk @MeenMenon I see, I emphasise with u, tks. V must speak up even when it is difficult. Good to give professionals a chance to improve. Public service obligations should be met by @IndiGo6E If not over night, over a period of time:) My exp. has been overall good, tks. #indigoairlines #indigo"
2019-02-07 06:44:57,"#Jammu &amp; Kashmir: Due to heavy snowfall at #Srinagar Airport, all #flights of @goairlinesindia &amp; @IndiGo6E , 2 @flyspicejet flights, 1 #AirAsia flight and  an Army charter flight cancelled."
2019-02-07 06:51:37,"AI0491 to Jaipur... Sitting at gate, waiting for crew for past half hour! Wah re @airindiain. Horrid service as always! You never disappoint. #AirIndia #Badservice"
2019-02-07 06:55:44,!! G I V E A W A Y !! Its the season of l-o-v-e. And we have something special coming up for all the lovely people. . Stay tuned! #dateindenim . #handembroidery #denimlove #denimart #indigo #menwithstyle #jeansrepair #denim #jeans #fashionphotography #lookbook #fashion #art … https://t.co/tCqWlkqFEO
2019-02-07 06:56:01,"@sureshpprabhu @MoCA_GoI @ushapadhee1996 @jayantsinha  Can we please reconsider the routes given to @zoomairindia (i.e. #Kishangarh to #Lucknow, #Udaipur, #Jodhpur &amp; #Jaisalmer) and handle it to either #Indigo, #Spicejet or #JetAirways ?  With #UDAN we need connectivity."
2019-02-07 07:00:00,Air passengers from India have reasons to rejoice as Qatar Airways has announced a new initiative which will let travellers pay for their tickets through monthly instalments of up to 12 months. #QatarAirways #India #Instalments #QatarLiving  https://t.co/0fz5FE6ndd https://t.co/deCGlTSj2k
2019-02-07 07:10:00,PART 1  Thailand was definitely a great place to be with great people 👏🏽 Looking forward for our next trip 👌🏽  Song: Tergila-Gila by @tulusm @musiktulus  . #visitthailand #Thailand #Phuket #Hatyai #Airasia #iPhone #shotoniPhone #video #videography #malaysia https://t.co/lzq5yBx4uB
2019-02-07 07:13:46,"@jetairways I have been not able to connect with helpline from last 2 hrs on your 24*7 helpline, that's a big #Shame. My flight is delayed from 6:50 AM to 5 PM, I am returning back next day in noon that's why have booked the #jetairways morning flight."
2019-02-07 07:13:47,Business class Stockholm or Oslo to Singapore 1540€ with Qatar Airways https://t.co/VKnGEdlyJ4 #premiumflights #airfare #travelblog #businessclas #luxurytravel #qsuites #qatarairways
2019-02-07 07:15:06,"#IndiGo Takes A Dig At Passengers Using Really Meme on Twitter, Gets Terribly Trolled https://t.co/LraOKYK8j0"
2019-02-07 07:15:44,MAHB rejects overture by #AirAsia for mediation    https://t.co/AYQENJkHSQ
2019-02-07 07:22:13,"Laters rainy Manchester, bring on the bluebirds fresh Austrian powder! #easyjet #manchesterairport #vienna #austria #freshpowderplease #bluebird @ Manchester-Terminal 1 Departures https://t.co/fSSxSTyrZE"
2019-02-07 07:25:22,"Laters rainy Manchester, bring on the bluebird days, and fresh Austrian powder! #easyjet #manchesterairport #vienna #salzburg #bluebirds #freshpowderplease #travel @ Manchester, United… https://t.co/0Dypi76JBv"
2019-02-07 07:27:59,My video of my departure from @flyGIBAirport to @manairport yesterday. It shows their unique runway which crosses a main road into the city :-) #avgeek #aviation #easyjet #gibraltar #gib #airbus https://t.co/Xvqn41qLTG
2019-02-07 07:31:22,#Sabre’s newest partner in innovative Beyond #NDC Program is #Qantas https://t.co/B7Yln0QRIs #travel #travelnews #tourism https://t.co/YPowvjXyAA
2019-02-07 07:31:42,United States will share missile defence systems for Prime Minister Modi's Air India One.  #airforce1 #airforceone #AirIndia #AirIndiaOne #AirIndia1 #UnitedStates #India  https://t.co/FEBGC8AdfA
2019-02-07 07:34:49,#Qantas cancelled #A380 orders – another blow to Airbus A380 program… https://t.co/0AzrGEgl0x
2019-02-07 07:45:52,"Says #spicejet ...the worst service of all times... SpiceJet never fails to amaze me how they can always be delayed! They keep you waiting after having announced the boarding for 25mins just in queue , without starting the boarding.. absolutely no sense of time.. https://t.co/zfp7vzpML4"
2019-02-07 07:46:07,Somewhere dreaming☁️ edit made by me!!! 😊chrisbrownofficial #cbreezy #chrisbrown #teambreezy #indigo #indigoseason https://t.co/V032Kq0288
2019-02-07 07:48:24,#Qantas formally cancels remaining A380 orders https://t.co/SWComg503E
2019-02-07 07:48:53,#rainbowbright #rainbow #shyviolet #violet #shy #indigo #retro #80s #80skid #memories #scrabble #scrabbleframes #monopoly #cludeo #subbuteo #vintageplayingcards #gifts #upcycle #originalboardgames #incompleteboardgames #thevintageletterlady The Vintage Letter Lady
2019-02-07 07:49:20,"#BiasedMedia  Funny how @TOIIndiaNews chooses to always print big headlines on the front page for even a minor flight delay with Air India, but gives a small mention only once in such a severe case for #GoAir https://t.co/aROu2YikDS"
2019-02-07 07:51:23,Slow agonizing death of the #A380 program https://t.co/WENiwgnPTV #Emirates #Qantas
2019-02-07 08:01:10,Video: My Business Class Flight with #QatarAirways on the #A380 - They have a bar on board!! https://t.co/xDsLLSKuXZ
2019-02-07 08:03:48,"Buy Huawei Watch GT @699 QAR - To Order 📱Call or WhatsApp to 66137500 - You can also, Purchase via Our 🖥Webstore: https://t.co/BH2Ld0A8iN #Qatar #Qatar2022 #QatarAirways #QatarTotalOpen2019 #Doha https://t.co/7x3RbSb7u6"
2019-02-07 08:13:07,"Jet to charge up to Rs 3,800 if you cancel seat even 7 days before flight #TheNewsClues #JetAirways #TicketCancellation https://t.co/IPko4FAgEy"
2019-02-07 08:18:47,#ETIHADAIRWAYS AND #ROYALJORDANIAN ANNOUNCE NEW CODESHARE PARTNERSHIP https://t.co/myq650xrZT
2019-02-07 08:20:37,"Landing... Photo: Jerry Hughes Aircraft: McDonnell Douglas DC-8-51 Airport: London Heathrow (LHR/EGLL) Reg: N8008D Date: 1965s Status: Scrapped in 1990s as ""N8008D"" Agro Air Delivery: To National Airlines in Jun.1961 leased to LH in May.1965 #lufthansa #mcdonnelldouglas #dc8 https://t.co/KiwKiPwq0n"
2019-02-07 08:27:28,020719. The airport in Madrid is ethereal!  #sunrise #dawn #madrid #iberia #richardrogers #richardrogersarchitect #ord #maketheworldabetterplace #sendinglove #xoxo @ Madrid International… https://t.co/z3r1RJHUO0
2019-02-07 08:28:29,"In harsh blow to #European airspace industry,  #Australian flag carrier #Qantas cancels order for up to 8 #Airbus A380s. https://t.co/KjmHJxig2f"
2019-02-07 08:35:27,"Stilll No updates, no acknowledgement from #jetairways @jetairways #3rdclassairline"
2019-02-07 08:38:40,"#Jumbo turns 50 on saturday! 🎂 Back then passengers reached the #Lufthansa bar in the First Class Lounge on the upper deck via a spiral staircase. With its ""hump"" the @BoeingAirplanes #747 is still a #styleicon for many aviation lovers. ❤️ #QueenOfTheSkies #WhyILoveThe747 #tbt https://t.co/RzIVm62lvV"
2019-02-07 08:45:14,When you’ve spent 4 weekends going from place to place and you can’t remember what trip you took this picture 🤷🏽‍♀️ #whoknows #airnewzealand #inthesky #sunset https://t.co/nxSoL2f87w
2019-02-07 08:51:08,This is your last chance to join Lufthansa Technik Roadshow for licensed and non-licensed engineers in Tallinn TOMORROW! Both EU and non-EU passport holders are welcome to apply - register today! #engineers #aviationjobs #lufthansa Register here: https://t.co/1WZ578pq17 https://t.co/QwrSRZBTPo
2019-02-07 08:52:25,Well this is all sorts of fucking cool! #AR #easyJet https://t.co/Upgrpwetkm
2019-02-07 08:52:33,#Qantas #Australia officially cancels order  for #Airbus #A380s amid doubts on jet's future https://t.co/YYpmVHPJdn via @theage
2019-02-07 08:54:14,@jetairways No response yet. Your customer service no again made me hold on for 35 mins and self disconnected! What terrible service #JetAirways @sureshpprabhu
2019-02-07 08:55:33,"#GoAir plane suffers Pratt &amp; Whitney engine problem, returns to #airport  https://t.co/pEOhb5RgDn"
2019-02-07 08:56:13,#Qantas confirms cancellation of #Airbus order https://t.co/SRjYDOqr53
2019-02-07 08:56:49,Waiting for the plane and I think they've been playing the same bollywood music since we got here. Can't wait for the 45 min flight #airindia
2019-02-07 09:03:30,"#jetairways, calls not picked, twitter messages not responded, re-issued tickets not sent as per commitment.   Worst airline services"
2019-02-07 09:30:00,"#Indigo found an innovative way of asking passengers why they stand up even when the seat belt sign is on, using a 'We really really really meme'.  #IndigoReallyMeme @IndiGo6E #OnlineMemes #IndianAirlines   https://t.co/cssttF68Gu"
2019-02-07 09:50:09,ZZZZ: Frequent Flyers can now earn Qantas Points while they sleep https://t.co/B1zgRoAIoF @Qantas #Qantas #Qantaspoints #QantasFrequentFlyer #wellbeingapp https://t.co/usQosFRXyL
2019-02-07 09:56:53,#Qantas cancels order for 8 #Airbus A380s amid doubts on jet's future https://t.co/w2IXJy8Zcs via @unitedwww
2019-02-07 09:59:39,First time visiting @Qantas @traveloneworld domestic business class lounge at Melbourne Airport. It's wayyyyyyyyy over my expectation!! ^Randy #qantas #oneworld #businessclass #airportlounge #melbourne #australia #travelphoto #travelblogger #tripplus #travelwithrandy https://t.co/KQzcAhSreV
2019-02-07 10:00:00,"In addition to movies and TV shows, the in-flight entertainment has various sports programs available to our passengers. Basketball, tennis, and soccer are just some of the sports shown via the live TV channels Sport 24 and Sport 24 Extra. #Lufthansa #InflightEntertainment https://t.co/48pCi48iD9"
2019-02-07 10:06:11,it's #interviewday rocking my outfit inspired by that iconic #lufthansa #uniform ... #readyfortakeoff #studentnurselife #krankenpflegeschüler https://t.co/8Bf1EgIpDb
2019-02-07 10:13:15,"@flyspicejet if you have a self check in kiosk atleast have an exclusive baggage drop off counter. With self check-in we make your job easy but you don't reciprocate. @IndiGo6E has a bag drop option at @DelhiAirport  Delhi Airport ,Terminal 2  #spicejet #DelhiAirport #indigo"
2019-02-07 10:13:47,#Italy’s True #Colours #Launches #Sales on Trio From #Indigo #Films (#Exclusive) https://t.co/Elfd0XFPct https://t.co/dFANvWO2Zb
2019-02-07 10:15:12,Lot's of snow and beautiful skies arriving in Munich this morning.  Not bad for the morning commute😀 #snow #skies #sky #germany #munich #munchen #lufthansa #ilovemyjob #flying… https://t.co/G7vm6OMtNH
2019-02-07 10:33:55,Arriving at Heathrow ✈️ 🇬🇧 #heathrow #heathrowairport #a380etihad #etihad380 #a380etihadairways #flyetihad #etihadairways @ Heathrow Airport https://t.co/vR29syJolw
2019-02-07 10:35:32,Goodbye to Anya Gallaccio's 'All the rest is silence' @JHansardGallery #JHGGallaccio #indigo https://t.co/dJujVfwYfC
2019-02-07 10:41:35,#easyjet @easyjet I am on the Geneva flight to Birmingham and the Captain in his preflight briefing said we are going to Bristol!! I hope his flying is better than his geography!!!!
2019-02-07 10:45:31,"Iberia #mergers and #acquisitions value declined in January, while volume remained static month-on-month. Read the full report here: https://t.co/dVyK7in9ro #privateequity #venturecapital #deals #Iberia #MandA #divestitures"
2019-02-07 10:46:24,Affordable #3D aircrafts 🛩️✈️🚀🚁#3dmodels with different license available on link https://t.co/kclDVz4mYq  @3drenderbot #airplanes #Aircraft #jetliner #Jets #jetairways #Transportation #travel #lowpoly #gamedev #gamedevelopment #indiedev #helicopters #3dmodeling #Blender3d https://t.co/arIDsGet2F
2019-02-07 10:48:18,Man on a mission   #pakistaninternationalairlines  #aviation  #aviationlovers  #plane  #picoftheday  #planespotters  #aircraft  #modelplane  #aircraftmodel  #aircraftphotography… https://t.co/xFBya1sQjf
2019-02-07 10:49:02,Why fly high when you can Fly Higher? #FlyHigher with #Vistara. @airvistara #NotJustAnotherAirline https://t.co/uV2zR1rZUz
2019-02-07 10:53:39,"I’m #flying again this weekend, so I’ve got some time to work on my #crossstitch  ... #travel #inflightentertainment #qantas #stitching #embroidery #travelstitching #fangirlstitches… https://t.co/suJdm423mt"
2019-02-07 10:56:11,Qantas formally cancels remaining A380 orders https://t.co/7RkbbEyubv #AirBus #A380 #Qantas #Australia https://t.co/3WwilIdHn8
2019-02-07 11:00:05,Etihad infuses Rs 252 crore in Jet Airways #TheNewsClues #JetAirways #Etihad https://t.co/cPa8dpziHL
2019-02-07 11:08:32,@IndiGo6E Train your pilots @ #indigo communication for starters..why in 2 hr flight the seat belt signs dont switch off despite no turbulence ? Why does the pilot remain mum and gives no reason.
2019-02-07 11:14:22,@YMPhillips this is so cute and reminded me of the #Indigo dancing gif you posted! https://t.co/m7nKKBjZP1
2019-02-07 11:19:34,"@flyspicejet And the email says that for further assistance, I have to call the customer care number. So, you people can't help me over email and your phone lines are always busy for the last 3 days. Is riding #spicejet so hassling?? I didn't expect it to be so troublesome."
2019-02-07 11:24:48,"A curious airline story you possibly never heard about, @sr_jof explains how in 1967 #AirIndia gifted a baby elephant to artist Salvador Dalí at this home town of Figueres. The elephant ended up at the Barcelona zoo. https://t.co/FL9cBogcSM"
2019-02-07 11:25:41,"Our #TimeToTalk trolley is doing the rounds today, a nice brew, yummy cake and catch up on a busy day! See where our trolley takes us next! #indigo #CSW #AncoraHouse #inpatientcamhs @TimetoChange @cwpnhs https://t.co/7JbA6kIw4d"
2019-02-07 11:29:00,#jetairways pathetic airways
2019-02-07 11:32:12,International Business Event Successfully Explores Links  https://t.co/wYoAK5zgBk  #Aberdeen #Perth #gateway #Qantas #PinsentMasons #international #business #UK #event #oil #gas #power #petroleum #crude #brent #crudeoil #energy #oilandgas #jobs #news
2019-02-07 11:38:44,@flyspicejet Spice Jet automated customer service response. @Spicejet #spicejet https://t.co/LuJOjZ6evx
2019-02-07 11:43:37,"With a growing portfolio and another site added, at least my slow lounge access will be used energetically between flights! #crystallagoonsworldwide #flyingisfun #tomanyvisasnow #projectmanagement #growtheteam #emirates #lufthansa"
2019-02-07 11:46:02,@Yatra_Care The #Yatra booking reference number is 0702989305310 and the PNR for the concerned #GoAir flight is I6QLPM
2019-02-07 11:49:50,Etihad from UAE has a 24% stake currently in #JetAIrways and has agreed to inject funds so that its equity stake rises to 40-49%. https://t.co/KYe9k3Ai8W
2019-02-07 11:50:22,#VirginAustralia big thank you to our pilot Chris Bradbury on VA1555 7/2/19 for taking us across Sydney city on a beautiful day best ever sight! #operahouse #harbourbridge #lovemycity #stunningsydney #soexcited https://t.co/3jSRh40z7G
2019-02-07 11:51:17,Etihad from UAE has a 24% stake currently in #JetAIrways and has agreed to inject funds so that its equity stake rises to 40-49%. https://t.co/0HPsCAoOHA
2019-02-07 11:52:20,#JetAirways #Etihad #Jetfinancialtroubles consideration of increasing stake through equity infusion. https://t.co/nDFa4Cfln6
2019-02-07 11:55:27,#A380 cancellations by #Qantas raise new questions about the superjumbo's future @CNNI https://t.co/0MUZpg2gEV
2019-02-07 11:58:21,#airasia ..PLEASE IMPROVE YOUR CUSTOMER SERVICE. THEY ARE SICK.
2019-02-07 12:00:09,"#Airbus A380: managers of closed-end #A380 funds under pressure to find new lessors, sell planes for parts as jetliner falls out of favour. #AirFrance #Qantas #Aviation  https://t.co/SVRiiiUII4 https://t.co/0dNBAQO9A3"
2019-02-07 12:00:31,Never mind all is good we are delayed . #Lufthansa #neverontime #lh144 https://t.co/4NWeRFpvNR
2019-02-07 12:00:54,#qatarairways is sure happy about this: the Open Skies deal means all air carriers from the #eu member states and #qatar now have unlimited and unrestricted access to their respective territories. https://t.co/eI3kSOjdgL
2019-02-07 12:01:08,#Qantas cancels remaining orders for the A380
2019-02-07 12:01:57,I still have to see an on-time #lufthansa flight to #NUE https://t.co/0HkdrU7KRA
2019-02-07 12:04:02,You only transition... @Ericthomasbtc  • https://t.co/Nrv2TzW6Lx 💻 • #gofollow #gosupport #JordonEdward #lakersnation #indigo #zoned #cali #Lakers #pop #randb #liveinthemoment… https://t.co/h6RyRlYXci
2019-02-07 12:12:14,"According to the #Pentagon, the sale will support the foreign policy and national security of the US by helping to strengthen the US-Indian strategic relationship. https://t.co/gWuZWizlLT #Airindiaone #airindia #airforceone #AIRFORCE1"
2019-02-07 12:22:35,Female pilots and a male cabin crew. Finally. #Qantas
2019-02-07 12:27:38,"#EtihadAirways, #RoyalJordanian announce new codeshare partnership https://t.co/TUE1z8ctZ7"
2019-02-07 12:34:37,Not Surprising: #Qantas Formally Cancels #A380 Order | https://t.co/AzfUx50TNB #travel #avgeek
2019-02-07 12:41:00,Last call for the next round of KOKON Indigo 📣  More info: https://t.co/AQqVVVj2aj  #kokonyarn #kokonindigo #mulesingfreemerino #handdyed #specialedition #blueandwhite #indigo #indigospeckle #indigotiedye #yarn #fjordpullover #knittingyarn #backordernow #yarnshop #Yarnznl https://t.co/7cfxqCCleJ
2019-02-07 12:51:06,"Hello👋,i'm back:v I'm sorry i rarely active . #anime #AnimeArt #animedrawing #Artist #art #drawing #cute #cuteboy #cat #FANART #black #Indonesia #animeindo #horror #indigo #kodekeras #animeboy #boy #coloring https://t.co/x5voVODoXa"
2019-02-07 13:00:42,$689* &amp; up -- New Routes: Asia From Seattle on 5-Star Airline (Roundtrip) https://t.co/Puoj4Rug1N #mnl #sea #cathaypacific https://t.co/uv2G5Ozo7M
2019-02-07 13:04:16,The airbus #A380 of #QatarAirways has a bar on board! More photos and video here: https://t.co/d2EqOXVKDq https://t.co/WK5FnxlbOO
2019-02-07 13:06:33,Never fly @qatarairways #neverfly #dontfly #QatarAirways https://t.co/YQvZZkRiS1
2019-02-07 13:06:45,“Brown Eyes” | New painting on display this coming Sunday!!! #black #white #blackandwhite #red #orange #yellow #green #blue #purple #indigo #newyork #paris #london #milano #sydney #coffee #coffeetime #coffeelife #sunday #monday #tuesday #wednesday #thursday https://t.co/2z8d0VglFu
2019-02-07 13:06:59,Everything Is HARD Before It Is EASY! #portiasavings   #hardwork #easyrecipe #easycooking #everything_bnw #hardcase #easymeals #easyrecipes #blackeverything #hardware #hardrock #everythinghappensforareason #everything #everything_imaginable #easyjet #hardstyle #easy #tomhardy https://t.co/Wca2SNVHqk
2019-02-07 13:08:20,The airbus #A380 of #QatarAirways has a bar on board! More photos and video here: https://t.co/kWyhfQ28p4 https://t.co/7nm4mLayIn Just1WayTicket
2019-02-07 13:09:25,Miriam one of my dearest friends who I haven’t seen for so long. You made me cry surprising me today in the Lounge. Loads of Love Miriam 👨‍✈️❤️❤️ThankQ @qantas #qantas #platiumone @ Qantas… https://t.co/MUvQy5aLTb
2019-02-07 13:11:46,easyJet adds new 3D augmented reality hand luggage scanning feature https://t.co/ozIoOomwl7 #easyjet @easyJet #airlines #aviation
2019-02-07 13:17:13,"Each of us resonate with God, in or out of phase. The rise or fall of the wave. And who we imagine God to be, or how we hear God’s voice, is only our interpretation of frequency. ❤️🦋🌀#Omniscience #Breathe deep #Indigo: https://t.co/LKnpeqR6Rt"
2019-02-07 13:18:04,Fly high  #airasia https://t.co/GOr2aOAx16
2019-02-07 13:19:36,@CivMilAir Had a room with a view LHR-LAX #airnewzealand a few years ago
2019-02-07 13:19:47,"""Don't be late, your flight won't wait"" - found it on #indigo boarding pass and they are right, flight won't wait, they just get delayed! LOL!! 😂😂 #flightdelay #flights"
2019-02-07 13:20:00,New movies and episodes of your favourite TV shows on board your next flight in February. Plug in your headsets and make your selection on Oryx One. #QatarAirways https://t.co/oQydQL8lO6
2019-02-07 13:22:33,"#Jetairways signs MoU with SBI, seeks govt nod for open offer exemption https://t.co/5M1pdHMILG"
2019-02-07 13:26:57,#Mauritius #AirMauritius #AirSeychelles #CycloneGenela #CycloneFunani TWO TROPICAL STORMS 12S AND 13S... https://t.co/J3ItYoYYlD
2019-02-07 13:27:12,"A friend called to say his  @IndiGo6E flight  landed  horribly into Delhi on 5th attempt, in very  bad weather. Passengers have suffered injuries.  It could have been  diverted it to somewhere else instead of risking so many lives. How Irresponsible!  #indigo"
2019-02-07 13:29:12,You Don’t Need 2 Know...  Rest In Peace @macmiller  • https://t.co/Nrv2TzEvTZ 💻 • #gofollow #gosupport #JordonEdward #lakersnation #indigo #zoned #cali #Lakers #pop #randb #liveinthemoment… https://t.co/qs9xNGVUCM
2019-02-07 13:33:08,*news* @easyJet increases several routes at @manairport for summer 2019:  https://t.co/KmGtZGvivY  #flights #manchester #easyjet
2019-02-07 13:42:13,#Mauritius #AirMauritius #AirSeychelles #CycloneGenela #CycloneFunani TWO TROPICAL STORMS 12S AND 13S... https://t.co/pXcaa355o9
2019-02-07 13:51:25,"#easyJet flight 7391 (EZY89FK) coming from Southend, about to land on runway 19 with sunset light.  🗓️June 23rd 2017 at Menorca Airport (#LEMH MAH) ✈️#Airbus #A319-111 Reg. G-EZFY MSN: 2512 Built in 2005. https://t.co/KVIQQkY9V5"
2019-02-07 13:54:39,@jetairways Cancellation fee for economy passengers can now be as high as Rs 9200 round trip- You'll have higher chance of saving more money by not cancelling and praying that airline itself cancels the flight entitling you a full refund. https://t.co/aGEuE6nyJH  #jetairways
2019-02-07 13:57:06,#Maharajah offering attractive tactical #fares from #Delhi to #Dubai. Avail this amazing offer and book your Air India @airindiain tickets on @Travelport #Smartpoint now! #AirIndia #Travelport #Maharajah #ITQ #bookings https://t.co/MvXRpXV4Zx
2019-02-07 14:00:00,"Korean Air provides you the best-in-class comfort in the air morning, noon, and night.  Photo credit: https://t.co/Xgu7DZyCuE  #KoreanAir #Korea https://t.co/tMqjKbeqZm"
2019-02-07 14:00:18,@Darja82743471 @VirginAtlantic @shaiweiss #virginatlantic #shame orrible #customerservice
2019-02-07 14:03:57,"I requested for passenger name update. Even shared the  government ID with them to update the ticket. But useless #jetairways, can't do anything. And telling me to book a one-way domestic flight ticket for 19k"
2019-02-07 14:04:20,"Buy GameSir F2 Firestick Grip Today - To Order, 📞Call or 💬WhatsApp to 66137500 - You can also, Purchase via Our 🌐Webstore: https://t.co/QQyGEKx3Pk #alanees #alaneesqatar #Qatar #QatarTheMenace #Qatar2022 #QatarAirways https://t.co/YlbFAraBp9"
2019-02-07 14:05:55,This clearly shows #jetairways is not customer centric  #timewaste #worst #worstairlines #useless #cheating #Badservice #notojetairways #nomorejetairways
2019-02-07 14:06:29,@IndiGo6E We fully ... understand why you sell the following.. 1.aisle seat 2. Window seat 3. Leg room seat 4. On the wing view seat 5. Safest seat 6. Close to airhostess seat 7. Away from toilet seat 8. No need of seatbelt seat 9. Toilet seat  Reason is : #indigo has gone mad
2019-02-07 14:15:32,On #VirginAtlantic super lux for our flight to #LosAngeles. #ClaraSchumann on her way to her first #GRAMMYs https://t.co/7z6uKVrj2z
2019-02-07 14:15:33,Star seed. #Indigo 😽👑
2019-02-07 14:22:23,"・ SEVESKIG ・DENIM SHOP COAT ・price ¥39,000+tax ・color INDIGO ・ #whiskeyandclothing #seveskig #denim #shopcoat #coat #indigo #collection #fashion #selectshop #南砺市 #ウェストサイドの寂れた街 https://t.co/UozSWps9Et"
2019-02-07 14:33:10,"@Subytweets @OMRcat @airplanetalk @MeenMenon @IndiGo6E Well put, glad u shard yur beautiful exp. Such #friendliness by grnd staff of @IndiGo6E is absolutely heart-warming❤Respect for Ajith &amp; Akhil🙏 Gud wishes 2 the entire team of #indigoairlines #indigo Tks dear @Subytweets Let's choose positive criticism, 2 be a light in darkness."
2019-02-07 14:34:08,Remix just dropped 🔥👏🏻 Sikboy 💙Plan. Z 👉🏻 #thosevocalstho 🔥 #thursdaythoughts #sikboy #씩보이 #musicislife #rap #musiciseverything #hiphop #supporttalent #southkorea #rapper #khh #supportmusic #supportmusicians #musiclovers #calivibe #underrated #smtm #appreciationpost #indigo https://t.co/T0cbHHLPpC
2019-02-07 14:37:04,Loved this @airindiain ad. #AirIndia Air India | Divya Ki Chitthi | #FlyTheChange #FlyAI https://t.co/2zRk5WTnEo via @YouTube
2019-02-07 14:54:53,#washington #airbus #a350xwb #cathaypacific #wearecathaypacific #aviationphotography #aviationlovers #a350lovers #aircraft #airbus #airport #pilotslife #flying @ Washington Dulles… https://t.co/ct5U6yqrAa
2019-02-07 14:59:34,@easyJet A319-100 Taxiing into Charly gates! 😍📸  #easyjet #airbus #a319 #taxiing #charly #airbus319 #viennaairport #loww #vie @flughafen_wien https://t.co/NQEBOfNEEg
2019-02-07 15:03:05,#cathaypacific #wearecathaypacific #aviationphotography #aviationlovers #a350lovers #aircraft #airbus #a350xwb #aviation #flying #cockpit @ Washington Dulles International Airport https://t.co/MDy217gX4m
2019-02-07 15:06:39,A great pleasure for us! #Lufthansa #digital #id1 #lh #lhgroup  https://t.co/GlAPlC4aPc
2019-02-07 15:14:59,@jetairways Worst Service!! Sick of #jetairways No replies to email DM or Tweets or Calls😤Just refund me my money!! Not traveling anymore wid u.. Fault of choosing u over Dem #indigoairlines #spicejet
2019-02-07 15:20:00,#INDIGO - indigo short - TradingView - https://t.co/59gXRu1KZf
2019-02-07 15:22:46,easyJet share price: Airline updates on Brexit preparations https://t.co/WGkEMdmaMN #easyjet #easyjetshareprice #Brexit
2019-02-07 15:22:58,On-board Spicejet SG605 since 20:05 hrs... flight was to take off at 20:25... It is 20:55 now......They just announced that flight will be delayed further for paper works... Paper works..... Funny and irritating...... #Spicejet Too bad...... bad...
2019-02-07 15:26:45,#SingaporeAirlines has formally opened its new digital innovation lab “KrisLab” which is designed as a collaborative workspace for #SIA Group staff to develop innovative ideas and coinnovate with external partners. @SingaporeAir https://t.co/SHDpi9dlxR
2019-02-07 15:30:54,5 years of success for Virgin-Delta joint venture https://t.co/FNYh4T2PLR via @@aircargoweek #virginatlantic #delta #cargo #partnership
2019-02-07 15:40:16,Worried your bag's too big? There's an app for that! Easyjet passengers can now use their smartphones at home to check if their hand luggage is small enough for the cabin https://t.co/w0nI4CfvXr @easyJet #easyjet
2019-02-07 15:42:35,How about this Adire pencil case ? 🖊✏️ that also doubles as a makeup 💄purse or even a spectacles 👓case #adire #indigo #purse #ValentinesDay2019 https://t.co/Df5hJMnNvs
2019-02-07 15:51:59,What a beauty❤️#aircraftmaintenance #engineer #aviation #aviationlovers #amelife #ame #airindia 🇮🇳 #airindiaexpress #airindia✈ #boeing #aiesl #fly #sky #high #airbus #lift #life #love… https://t.co/UkzIEbdROP
2019-02-07 15:53:28,#indigo #indigoairlines you cancel flights at last moment and don't have second arrangement for people..i have to pay 4 times extra just because you don't have proper alternate arrangements ..How careless you are towards your customers #Moca_GOI I hope you will do something
2019-02-07 15:55:12,Happy 1st Birthday! 🎉 Today we celebrate our beautiful new #Lufthansa design. #ExploreTheNew 💙 https://t.co/Z39rB1oCDB
2019-02-07 15:59:29,"the next  #A321neo for #IndiGo VT-IUC, VT-IUD, VT-IUE https://t.co/yDlxjhhvuY"
2019-02-07 16:00:08,Airbus #A380 program endangered again? #Airbus #Qantas #Emirates #aviation #aircraft #airtravel https://t.co/ZEX8cQ070R
2019-02-07 16:02:47,🌌Misty morning🌌  #naturephotography #purple #indigo #ActuallyAutistic #misty #mistymorning #nature #natureheals #naturefeels #deepecology https://t.co/3EOoOtU5JQ
2019-02-07 16:03:23,"@Lufthansa_USA I have! After contacting @lufthansa's #CustomerService days ago, there's still no  response or help on my #stolen property. #Lufthansa #CustomerExperience can only be described as a #nightmare!"
2019-02-07 16:03:36,Visit us for dinner enjoy our delicious new dinner menu items from 5PM-10PM and live Jazz Music from 6:30PM-9:30PM ✨ #jazznight #dinner #indigolasolas #indigo #livemusic #foodies #riversiderestaurantcollection #beefkabobs https://t.co/CyPYVbnf3r
2019-02-07 16:07:57,"@Lufthansa_DE I have! After contacting @lufthansa's #CustomerService days ago, there's still no response or help on my #stolen property. #Lufthansa #CustomerExperience can only be described as a #nightmare!"
2019-02-07 16:10:08,Saw this branding on #SpiceJet blr-Kol flight today... just wondering the eye for detail of the corporate communication team when all the service providers are so careful about their brands and image building . #ajaysingh @ajay2912 https://t.co/fYwuy6M1FZ
2019-02-07 16:10:15,Ex Royal Brunei 15 year old A320 joins #IndiGo  Total 211 A320ceo 128 A320neo 68 A321neo 1 ATR 14  #Avgeek #India #Aviation #Airbus #A320 https://t.co/9OvlpAKC7b
2019-02-07 16:19:49,#Amadeus signs a new distribution agreement with #Qantas  https://t.co/1yzJRS3JEj
