,Date,Tweets
70,2019-02-13 14:57:39,"This shows how sarcastic our people are, by putting money in to comments box indirectly means PIA need money to provide better services. 😂 #PIA @Official_PIA 😂😂🔥 https://t.co/UvI6MSHLdy"
71,2019-02-13 14:20:19,"Wednesday is PrintChat Day on twitter. If you’re a printer or print related, join me and the fun at #printchat every Wednesday 4 pm ET 3PM CT. https://t.co/rctD7f9Lg5     #HelpPrintThrive #printchat #printing #PrintShop #printer #PIA #GraphExpo #Print19  #APTech"
72,2019-02-13 13:32:02,Each year the Bureau of Labor Statistics looks at industries that have become too small to count. This year we are losing “Printer” and “Screen-printer”!  #HelpPrintThrive #printchat #printing #PrintShop #printer #PIA #GraphExpo #Print19  #APTech
73,2019-02-13 12:00:47,"Wednesday is printer’s day. The 1st print shop who signs up for a straight hourly or hourly with extras (direct mail, email blasts etc) will get a 15% discount. #printchat #printing #PrintShop #printer #PIA #GraphExpo #Print19 #APTech"
74,2019-02-13 12:00:20,Guys do you think Senator @Mushahidullahkh should resign as Chairman of the standing committee for aviation. He lost his credibility and have no moral reason to head Senate Committee taking a stand for fake degree holders in #PIA.   @SaadiqSanjrani
75,2019-02-13 11:52:26,Senator @Mushahidullahkh shamelessly advocating for dismissed fake degree holders in Pakistan’s national airlines. His kind of morons are responsible for every evil in Pakistan. @KhawajaMAsif @betterpakistan @Marriyum_A must condemn him for siding with the corrupt. #PIA
76,2019-02-13 11:24:02,Enter the city of world records – Jeddah! From the tallest flagpoles to the tallest fountain Fly to Jeddah starting 18th February 2019 only with PIA. For bookings &amp; details visit https://t.co/xjxYU0deQm or call +92 21 111 786 786. #FlyPIA #PIA #TravelDiaries #Faisalabad #Jeddah https://t.co/Lr5wX5iujp
77,2019-02-13 11:06:07,Those who ask Why we Hate Nooni’s/ Patwaris? Here is the Ans! Only a utmost Jahil can support this #SickMentality  The reason why we are a third world country @PTIofficial @ImranKhanPTI #PMLN #PPP #NawazSharif #MaryamNawaz #PIA #FakeDegree #Senate #Pilot https://t.co/OKWuP73AYL
78,2019-02-13 10:22:16,@pid_gov As common citizen of #pakistan feel Demoralized/ Disgraced/ dishearted with the statements in #parliment on #PIA #fakeDgrees . makin gfools of @mo_fept  who R putting much efforts to encourage Youth to get EDUCATION @ImranKhanPTI Kaun Log Hain Yeh
79,2019-02-13 09:42:20,In coming April will be flying with @Official_PIA just because of #KHAN Never fly with #PIA before it will be my first experience with #PIA
80,2019-02-13 09:06:32,"Loath him, love him, call him a dictator...but this is #PIA! From the age of 21, he lead z most sophisticated &amp; successful revolution 20th C had ever seen (a CIA report), survived endless conspiracies (internal and external), but for us he's a visionary leader. #Eritrea #Ethiopia https://t.co/NxiyjpDOem"
81,2019-02-13 08:50:09,"@DeqiWoldeMikel &amp; you ? a twitter veteran?..reviewing history &amp; educating your fellow followers through western's narration of our history...the point though is, don't expect #PIA to lead the nation as a priest, this's a real world, it's a volatile region where everyone wanna have a stake."
82,2019-02-13 08:14:54,Lahore International Airport is closed for undefined Period. Flights are diverted. #PIA Captains reported cracks in runway of #Lahoreairport which was recently repaired expanded in Sharif Government. #NawazSharif #SheikhRasheed #PMLN #Pakistan #BeautifulPakistan
83,2019-02-13 07:59:00,What a Shame for Pakistan What a Shameless man he is. Must be removed from his seat.  #PIA #Pakistan #PakistaNAirline #PTI #PMIK https://t.co/TEZS6ujmvc
84,2019-02-13 07:55:32,"@ImranKhanPTI  please take serious action , why #PIA suspends flight operation to #Larkana #MohenJoDaro. how foriegners will visit Mohen jo Daro which is  #world historical place. #tourism  @MuradSaeedPTI @SMQureshiPTI @BBhuttoZardari https://t.co/Zuh6ALTPGW"
85,2019-02-13 07:49:18,My story for @ppinewsagency carried by @ePakistanToday : #PIA suspends #flight operations to #MohenjoDaro: #WorldHeritage #Larkana #Sindh https://t.co/HNBmZXjshO
86,2019-02-13 07:26:27,"It was a fun day at PIA today! Talented winners from BVS Parsi, Progressive Public, Beaconhouse School Clifton Campus and Air Foundation School System flew planes in the PIA simulator. No doubt we have a few future pilots among them! #FlyPIA #PIA #PIASimulator #UpcomingPilots https://t.co/qQJwaF5iR5"
87,2019-02-13 07:24:09,Read More :  https://t.co/OGPwAqrmf7  #Newsonepk  #FawadChaudhry #PIA #FakeDegrees
88,2019-02-13 07:12:41,"Since last two months #PIA has stopped flights to ""Moen-Jo-Daro"" due to which foreign tourists who visit these ruins have reduced and most of them are facing acute difficulties as they reach at the site via Sukkur wasting their time. Shame on PTI Govt.  #GoBackToTheCricketFields https://t.co/i7xcYZ1RXC"
89,2019-02-13 07:10:41,Advocating #PIA’s #FakeDegree employees against #Parliament’s dignity: #Fawad  @FawadPTIUpdates @MoIB_Official  https://t.co/ASSKyrm3cJ
90,2019-02-13 07:07:06,If fake degrees can fly plane then Nawaz should be treated here in #Pakistan &amp; his supporters can imagine that those docs are also World's Best Heart Specialists! #PIA #PMLN @Xadeejournalist @HamidMirPAK @NasimZehra @wajih_sani @_Mansoor_Ali @mosharrafzaidi @asmashirazi @Fereeha
91,2019-02-13 06:00:48,Senate body slams PIA for sacking employees with fake degrees. What a shame. These politicians just do not want any correction in any segment of the society. They promote &amp; thrive on corruption and wrongdoings.#PIA #Senate
92,2019-02-13 05:51:54,"Pass the bill in parliament that occupational qualification is not required in any field, lets shut down the medical colleges, engineering 'varsities etc., save the educational budget and let people to become whatever they like. #PIA https://t.co/MDjqTPaYWE"
93,2019-02-13 05:45:09,Govt green-lights second bailout package for PIA  #PIA #Bailout #Package #Retweet #ReturnNews  @ReturnNews https://t.co/aKZ5dyRERt
94,2019-02-13 05:34:04,#PIA #engineers fix grounded plane in #Norway’s freezing temperature: Pakistan… https://t.co/07xZjmXFdo
95,2019-02-13 05:33:33,#PIA #engineers fix grounded plane in #Norway’s freezing temperature: Pakistan… https://t.co/jppq7Kz6CL
96,2019-02-13 05:08:53,"Are you planning to change your IT vendor? Today I hosted a live training call in the e-course, Protect Your Practice, Your Assets, and Your Patients, How to Do a #PIA. We discussed how to conduct a #RiskAnalysis for the changing of IT Vendors in a #healthcare practice. https://t.co/Is4pHB34ih"
97,2019-02-13 05:01:25,Regional Times: #PIA stops all #flights to #MohenjoDaro : #CAA #LCCI #Larkana #WorldHeritage #tourism #tourists https://t.co/Hoz2nLJpTr
98,2019-02-13 04:53:54,No softness be shown to Fake degree hoders of #PIA. They should be arrested for defrauding the nation &amp; playing with passengers lives .It were ppl like Mushahidullah who destroyed the National career.. He wants the quacks should continue killing patients &amp; mgmt 2 go4 witchhunt
99,2019-02-13 04:51:18,@PTIofficial @ImranKhanPTI @pid_gov @Official_PIA She got a golden handshake from #PIA in 2000 but reemployed again in 2008. A matric pass with tampered/forged documents is now in group 8.     2/2 https://t.co/nqmb7uYNhb
100,2019-02-13 04:40:56,@PTIofficial @ImranKhanPTI @pid_gov @Official_PIA If this is true &amp; she's still working in #PIA then even Herculean efforts can't turn around #PIA  1/2 https://t.co/qgUWcVt5Wf
101,2019-02-13 03:31:30,"Travelling In #PIA flight to Islamabad, when u get last minute seats specially at Tail, seamless flight listening to my lecture when a passenger next to me ask for #Niswaar to me which left me shocked #facepalm #pakistan #pathaan #CAA"
102,2019-02-13 03:19:50,"@IPVanish I did! Although, no1 was there. After an h I email the support.  Got an email from IPVanish later that they’d mist me in the chat. I replied &amp; asked 4 support.  I’ve contacted the chat I’ve emailed 3 times Still no answer  Seems like no 1 at #IPVanish care. Heard #PIA is ace tho."
103,2019-02-13 03:17:53,Govt provides Rs5.6bn to PIA for revival of two grounded aircraft https://t.co/CjP7zpj78A #PIA #TheNewsTribe https://t.co/K8FHkst5ME
104,2019-02-13 01:24:14,This! Incredibly true each and every day. Keep leading by example #PIA 💞 https://t.co/xF3eg0bQGT
105,2019-02-12 20:45:17,PIA came at no 3.. like seriously.. no 3 in the world.. that's huge news... Thank you Nawaz Sharif.. even beaten Air India..  #PIA #Pakistan #Top3 #Airlines #World  https://t.co/YkV0Wk5d3Q
106,2019-02-12 19:59:12,Dear Patriot Pakistanis It’s now our national duty to fly only with our National carrier #PIA  And @Official_PIA also need to provide good services to each and everyone. Being a true patriot Pakistanis we will take our part to fly only with @Official_PIA #BePakistaniBuyPakistani https://t.co/9hvpLwguXM
107,2019-02-12 19:57:40,ECC approves Rs5.6 billion additional guarantee for #PIA https://t.co/jmThuLLnyF  https://t.co/yimb87snNM https://t.co/k0KkYbBYSJ
108,2019-02-12 19:54:54,ECC approves Rs5.6 billion additional guarantee for #PIA  https://t.co/ua0tSndLOX
109,2019-02-12 19:37:10,Senate body summons fired #PIA employees https://t.co/v63gBTSuTv TribuneBiz
110,2019-02-12 19:34:16,@Official_PIA Then how come none of the teams took #PIA?
111,2019-02-12 19:01:13,Senate body summons fired #PIA employees https://t.co/yJaE2yszq7
112,2019-02-12 18:10:00,#ECC approves Rs5.6 billion bailout package for #PIA  Read more: https://t.co/4Xl1MYuSXd  #TheNews  https://t.co/UciwnsoB47
113,2019-02-12 18:03:45,"Get your cricket fever on with PIA! PIA is flying directly to the cities hosting PSL; Sharjah, Abu Dhabi, Dubai, Lahore and Karachi. So don’t wait up and book your flight tickets now!  #PIA #FlyPIA #PSL #CricketFever https://t.co/5LwmIrR1IR"
114,2019-02-12 17:16:29,#ECC approves additional guarantee of #Rs5.6billion for #PIA  Watch : 👇 YouTube : https://t.co/N1rkWWbzhM Facebook : https://t.co/1EVgjAr8N4 https://t.co/fcimx4uaPT
115,2019-02-12 15:30:09,#ECC okays additional guarantee of Rs5.6bn for #PIA https://t.co/gkW2eyJooP
116,2019-02-12 15:19:27,#ECC meeting approved an additional guarantee of Rs 6.5 billion for #PIA https://t.co/b4vdWggTmH https://t.co/SqVLUxubL1
117,2019-02-12 14:44:30,Dear #OverseasPakistanis It’s now our National Duty to fly only with our National carrier #PIA as our  #PMImranKhan said so.. Roger #Kaptaan ! Let’s make it again No. 1 Arline InshaAllah  #Pakistan 🇵🇰 #PTI #NayaPakistan https://t.co/RQP0016zzc
118,2019-02-12 14:02:20,THIS IS HOW PAKISTANI AWAM shoWING their #LOVE to great @ImranKhanPTI ❤️❤️❤️  #PAKISTAN #PTI #PIA #MURADSAEED @MuradSaeedPTI #PRIMEMINISTEROFPAKISTAN https://t.co/Hh6kx1sfX9
119,2019-02-12 11:03:38,"In November 2018, the #PTI government provided #PIA with a bailout package worth Rs17.2 billion https://t.co/T7pnDl6zmI"
120,2019-02-12 10:34:35,#ECC approved 5.6 billion rupees for #PIA - #SuchTV #AsadUmar  https://t.co/4EPl2Flm1e
121,2019-02-12 10:29:11,"#Emirates celebrates 20 years of operations in Lahore, Islamabad https://t.co/aL2R1fLGvg #UAE #Pakistan #Lahore #Karachi #PIA #IK #Dubai #Islamabad #WorldGovSummit @emirates"
122,2019-02-12 09:30:54,#PIA succeeds to get another #bailout package of Rs 5.6 billion، #ECC approved additional guarantee
123,2019-02-12 09:18:04,https://t.co/oGTOn6aqla HIRING - SENIOR AUDIT MANAGER - JOHANNESBURG   #recruiting #hiring #JHB #audit #auditmanager #CASA #CIA #PIA #CRMA #Riskmanagement
124,2019-02-12 09:06:35,@PTIofficial @ImranKhanPTI team from #UETLahore has qualified to pitch at regional finals of #HULTPrize in Toronto. Theme is how to create 10K jobs. It would be really nice if #PIA fly them there &amp; Toronto consulate arrange their stay. Here is a FB link   https://t.co/70gbFcmYNE
125,2019-02-12 07:54:08,And you were going to sale #PIA along with Free #SteelMill ..  shameless people you are and still tweeting abt the fake development from your Govt..Laanat hai tumhari zindagi par..  @betterpakistan https://t.co/gdCWM0O5Kd
126,2019-02-12 05:50:04,"Just 10 days until nominations close for the Victorian Female Achiever of the Year (FAY) Award!    If you know someone that deserves to win the FAY award, nominate them here: https://t.co/pNjF0zcdL5  #PIA #WPN #womeninplanning https://t.co/VHddCYHDsJ"
127,2019-02-12 05:35:00,"Finance Minister #AsadUmar will preside over a meeting of the Economic Coordination Committee (#ECC) to discuss a number of financial matters, including a financial support package for the loss-making Pakistan International Airlines (#PIA) #ARYNews  https://t.co/Lf1ur5hQow"
128,2019-02-12 04:28:23,@MegaMeterRun Most certainly! #running #Pia #MMRun ☀️
129,2019-02-12 04:27:19,"@Official_PIA All airlines are including electronic items in passenger luggage 🧳 but @Official_PIA not agree,,, that why gulf passengers are not interested in #PIA, management should think about this nd allow passengers to carry electronic items along with luggage 🧳..."
130,2019-02-12 04:00:20,Love react for destination 1 - Deosai  Comment for destination 2 - Fairy Meadows  #FlyPIA #PIA #TravelDiaries #Deosai #FairyMeadows https://t.co/8AmueQIg29
131,2019-02-11 22:03:51,"@DeqiWoldeMikel There is a difference, what they said about #PIA is just a personal opinion of the embassy officials and nothing more than a collection of rumors. What the cables showed about #TPLF is a first hand account of how sinister their plan was...that's not a trick question at all."
132,2019-02-11 21:50:22,🙋‍♂️#HaileSelassie said “ ኤርትራ መሬትዋ  እንጂ ህዝብዋ  ኣያስፈልገንም”#AU #Eritrea #Ethiopia @PMEthiopia @BilleneSeyoum I admire him for make it clear &amp; Dr.Abiy is much worse that him in my opinion @ESATtv @eliasamare @POEritrea #PIA https://t.co/TlZAuV7SIQ #ypfdj #pfdj https://t.co/0Dz6wAaldj
133,2019-02-11 21:44:48,Action was really gearing up at the Skydive Chicago PIA booth! #growth2019 #pia https://t.co/yJrX28SXQ1 https://t.co/IEyNLZr93m
134,2019-02-11 20:44:15,"Learn more about privacy assessments in the ""How to Manage Compliance with Privacy Assessments"" solutions brief here: https://t.co/mrDfsxTIu2 #GDPR #CCPA #HIPAA #APEC #LGPD #CSL #PIA https://t.co/nUC5m054lU"
